mac,mac_vendor,mac_vendor_address,mac_vendor_address2,mac_vendor_country
"34:aa:8b*","Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"f4:5f:69*","Matsufu Electronics distribution Company","Suites 1601~3, Kinwick Centre, 32 Hollywood Road, Hong Kong","Hong Kong    ","HK"
"2c:cd:69*","Aqavi.com","3 Riverway","Houston  TX  77056","US"
"1c:63:b7*","OpenProducts 237 AB","Barsebäcksvägen 27","Löddeköpinge    24630","SE"
"a0:a2:3c*","GPMS","40 Ridge Rd","Cornwall  VT  05753","US"
"70:8d:09*","Nokia Corporation","Joensuunkatu 7","Salo  N.A.  24101","FI"
"fc:e1:d9*","Stable Imaging Solutions LLC","3709 Old Conejo Rd","Newbury Park  CA  91320","US"
"38:b7:4d*","Fijowave Limited","Synergy Centre","Dublin 24","IE"
"00:b7:8d*","Nanjing Shining Electric Automation Co., Ltd","NO.699,Laiyinda Road","Nanjing  Jiangsu  211100","CN"
"88:23:64*","Watchnet DVR Inc","Unit 5 - 351 Ferrier St.","Markham  Ontario  L3R 5Z2","CA"
"a0:5b:21*","ENVINET GmbH","Hans-Pinsel-Str. 4","Haar    85540","DE"
"50:b8:a2*","ImTech Technologies LLC,","2101 NE Jack London St","Corvallis  Oregon  97330","US"
"a4:15:66*","Wei Fang Goertek Electronics Co.,Ltd","Wei fang Export processing Zone","Wei Fang  Shan Dong  261205","CN"
"b0:4c:05*","Fresenius Medical Care Deutschland GmbH","Hafenstr. 9","Schweinfurt    97424","DE"
"08:3e:0c*","ARRIS Group, Inc.","3871 Lakfield Drive","Suwanee  Georgia  30024","US"
"a0:ec:80*","zte corporation","12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China","shenzhen  guangdong  518057","CN"
"90:46:b7*","Vadaro Pte Ltd","71 Ayer Rajah Crescent","139951","SG"
"24:0a:64*","AzureWaveTechnologies,Inc","9F.,No.92,Baozhong Rd","Xindian  NewTaipeiCity  231","TW"
"88:89:64*","GSI Electronics Inc.","5200 Armand-Frappier","St-Hubert  Quebec  J3Z 1G5","CA"
"28:b2:bd*","Intel Corporate","Lot 8, Jalan Hi-Tech 2/3","Kulim  Kedah  09000","MY"
"4c:82:cf*","Echostar Technologies","94 Inverness Terrace E","Englewood  CO  80112","US"
"9c:a5:77*","Osorno Enterprises Inc.","976 Elgin Ave","Winnipeg  MB  R3E 1B4","CA"
"c0:c3:b6*","Automatic Systems","avenue mercator,5","Wavre  Belgium  1300","BE"
"a8:29:4c*","Precision Optical Transceivers, Inc.","2328 Innovation Way","Rochester  NY  14624","US"
"c8:02:58*","ITW GSE ApS","Smedebakken 31-33","Odense N    5270","DK"
"10:01:ca*","Ashley Butterworth","P.O. Box 3410","Santa Clara  CA  95055","US"
"24:6a:ab*","IT-IS International","1 Wainstones Court","Middlesbrough  Cleveland  TS9 5JY","GB"
"28:f5:32*","ADD-Engineering BV","P.O. BOX 5893","ROTTERDAM  ZH  3008 AW","NL"
"fc:4b:bc*","Sunplus Technology Co., Ltd.","No.19, Innovation First Road","Hsinchu City    300","TW"
"14:2d:8b*","Incipio Technologies, Inc","6001 Oak Canyon","Irvine  CA  92618","US"
"cc:e8:ac*","SOYEA Technology Co.,Ltd.","STB department,Floor 4,Building 11 south","hangzhou  zhejiang  310007","CN"
"78:d3:8d*","HONGKONG YUNLINK TECHNOLOGY LIMITED","15B 15/F CHEUK NANG PLAZA 250 HENNESSY RD HK","ShenzhenCity  Guangdong Province  518103","US"
"d8:d4:3c*","Sony Corporation","1-7-1 Konan","Tokyo    108-0075","JP"
"1c:48:f9*","GN Netcom A/S","Lautrupbjerg 7","Ballerup  Ballerup  DK-2750","DK"
"74:4b:e9*","EXPLORER HYPERTECH CO.,LTD","7F.-9,NO.112,Xinmin St","New Taipei City    235","TW"
"b8:36:d8*","Videoswitch","Uspallata 3579","Buenos Aires  Capital Federal  C1437JCS","AR"
"f8:35:dd*","Gemtek Technology Co., Ltd.","No. 1 Jen Ai Road Hsinchu Industrial Park Hukou, Hsinchu 30352 TAIWAN, REPUBLIC OF CHINA","Hsinchu  TAIWAN  30352","TW"
"0c:f0:19*","Malgn Technology Co., Ltd.","Star Tower #305, 223-25","Seongnam-Si  Kyounggi-Do  462-738","KR"
"d4:6a:91*","Snap AV","1800 Continental Blvd","Charlotte  North Carolina  28273","US"
"e8:51:9d*","Yeonhab Precision Co.,LTD","219-27, Haksusosa-Gil, Mokcheon-Eup","Cheonan  Chungcheongnamdo  330-844","KR"
"64:05:be*","NEW LIGHT LED","No.50, Siyuan Rd","New Taipei    24251","TW"
"e0:3e:4a*","Cavanagh Group International","9180 Four Mile Creek Rd.","Gainesville  GA  30506","US"
"d8:90:e8*","Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"24:c6:96*","Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"30:76:6f*","LG Electronics","60-39, Kasan-dong, Kumchon-gu","Seoul    153-801","KR"
"6c:b3:50*","Anhui comhigher tech co.,ltd","B6,717 Zhongshan South Road","Wuhu  Anhui  241000","CN"
"a4:23:05*","Open Networking Laboratory","1000 El Camino Real","Menlo Park  CA  94025","US"
"1c:86:ad*","MCT CO., LTD.","C-815/816, Garden5 Works, 52 Chungmin-ro","Songpa-gu  Seoul  138-961","KR"
"28:d9:3e*","Telecor Inc.","1114 Westport Crescent","Mississauga  Ontario  L5T 1G1","CA"
"44:32:c8*","Technicolor USA Inc.","101 West 103rd Street","Indianapolis  IN  46290","US"
"78:52:1a*","Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"68:db:67*","Nantong Coship Electronics Co., Ltd","No.188 Xinsheng Road","Nantong  Jiangsu  226000","US"
"bc:c6:db*","Nokia Corporation","Joensuunkatu 7","Salo  NA  24101","FI"
"bc:26:1d*","HONG KONG TECON TECHNOLOGY","ROOM 2802,BLOCK A,SHEN FANG OLAZA","Shenzhen  Guangdong  518000","CN"
"1c:08:c1*","Lg Innotek","978-1 Jangduk dong, Gwangsangu","Gwangju  Gwangju  506-731","KR"
"20:1d:03*","Elatec GmbH","Lilienthalstr. 3","Puchheim  Bayern  82178","DE"
"c0:6c:6d*","MagneMotion, Inc.","139 Barnum Road","Devens  Massachusetts  01434","US"
"74:ca:25*","Calxeda, Inc.","7000 North Mopac Expressway","Austin  TX  78731","US"
"18:1e:b0*","Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"cc:bd:35*","Steinel GmbH","Dieselstrasse 80-84","Herzebrock-Clarholz    33442","DE"
"78:8d:f7*","Hitron Technologies. Inc","No. 1-8, Lising 1st Rd. Hsinchu Science Park, Hsinchu, 300, Taiwan, R.O.C","Hsin-chu  Taiwan  300","TW"
"6c:ec:a1*","SHENZHEN CLOU ELECTRONICS CO. LTD.","5/F, building. T2, Hi-tech Industrial Park","SHENZ  GUANGONG  518057","CN"
"d8:62:db*","Eno Inc.","2-3-18, Komagome, Toshima-ku","Tokyo    1700013","JP"
"0c:05:35*","Juniper Systems","1132 W. 1700 N.","Logan  UT  84321","US"
"18:fe:34*","Espressif Inc.","2966 Jin Ke Road","Shanghai  201203","CN"
"a8:d2:36*","Lightware Visual Engineering","Peterdy utca 15.","Budapest  H-1071","HU"
"6c:86:86*","Technonia","#1101, Hanshin IT Tower 235","Seoul  152-768","KR"
"d0:eb:03*","Zhehua technology limited","Room 2206,No 1079,A,ZhanTao Technology Building, MinZhi Street, Longhua District","Tortoal British Virgin Island,Hong Kong  Shenzhen,Guang Dong  518131","CN"
"a0:86:1d*","Chengdu Fuhuaxin Technology co.,Ltd","Room 1608,Building G1,No.1800 of Yizhou Ave","Chengdu  Sichuan  610041","CN"
"94:98:a2*","Shanghai LISTEN TECH.LTD","7F,A#,NO.3699,Gonghexin Road","SHANGHAI  SHANGHAI  200435","CN"
"2c:b6:93*","Radware","22 Raoul Wallenberg St.","Tel-Aviv    69710","IL"
"88:68:5c*","Shenzhen ChuangDao & Perpetual Eternal Technology Co.,Ltd","Area c,2/F,Building 1, BaoAn foreign trade industrial zone","BaoAn District, Shenzhen  Guangdong province  518100","CN"
"b4:fe:8c*","Centro Sicurezza Italia SpA","Via Venaria 28-30","Alpignano  Torino  10091","IT"
"d8:29:16*","Ascent Communication Technology","13/F., Shum Tower","Hong Kong    9999","HK"
"64:72:d8*","GooWi Technology Co.,Limited","Unit C8.,9/F,Hongming Fatoty Building","99 How Ming Street  Kwun Tong  999077","HK"
"f0:21:9d*","Cal-Comp Electronics & Communications Company Ltd.","No. 147, Sec. 3, Beishen Rd., Shenkeng Dist.,","222","TW"
"f8:d7:bf*","REV Ritter GmbH","Frankenstra","M  Bavaria  63776","DE"
"ac:5d:10*","Pace Americas","1764 Automation Parkway","San Jose  Ca  95131","US"
"88:f4:90*","Jetmobile Pte Ltd","541 Orchard Road","Singapore    238881","SG"
"d0:e7:82*","Azurewave Technologies, Inc.","8F., No. 94, Baozhong Rd",". New Taipei City  Taiwan  231","TW"
"e8:a3:64*","Signal Path International / Peachtree Audio","2045 120th Ave NE","Bellevue  Washington  98005","US"
"d0:d6:cc*","Wintop","No. 1301,Xinfei Road","Songjiang District  Shanghai  201612","CN"
"c4:7d:cc*","Zebra Technologies Inc","475 Half Day Road","Lincolnshire  IL  60069","US"
"70:25:59*","CyberTAN Technology, Inc.","99, Park Avenue III, Science-Based Industrial Park","Hsinchu    308","TW"
"10:b9:fe*","Lika srl","Via San Lorenzo 25","Carrè  Vicenza  36010","IT"
"d4:27:51*","Infopia Co., Ltd","891, Hogye-dong, Dongan-gu","Anyang  Gyeonggi  431-080","KR"
"a8:95:b0*","Aker Subsea Ltd","Kiekhill Industrial Estate","Aberdeen  AB51 3XA","GB"
"5c:20:d0*","Asoni Communication Co., Ltd.","21F-1, No.97, Sec. 4, Chongsin Rd., Sanchong District","New Taipei City  Taiwan  24161","TW"
"e0:c3:f3*","zte corporation","12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China","shenzhen  guangdong  518057","CN"
"30:cd:a7*","Samsung Electronics ITS, Printer division","416 MAETAN 3-DONG","SUWON- SI  GYEONGGI  443-742","US"
"10:4d:77*","Innovative Computer Engineering","10302 Eaton Place STE 100","Fairfax  VA  22030","US"
"88:51:fb*","Hewlett Packard","11445 Compaq Center Drive","Houston  Texas  77070","US"
"38:b5:bd*","E.G.O. Elektro-Ger","Einkauf","Oberderdingen    75038","DE"
"b8:5a:f7*","Ouya, Inc","11693 San Vicente Blvd","Los Angeles  CA  90049","US"
"e0:d9:a2*","Hippih aps","Sceince Park Scion","Lyngby    2800","DK"
"b0:c4:e7*","Samsung Electronics","#94-1, Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"f0:f6:69*","Motion Analysis Corporation","3617 Westwind Blvd.","Santa Rosa  CA  95403","US"
"40:e7:30*","DEY Storage Systems, Inc.","215 South B Street","San Mateo  CA  94401","US"
"b0:b4:48*","6278","12500 TI Boulevard, MS 8723","Dallas  TX  75243","US"
"f0:5d:c8*","Duracell Powermat","230 Park Ave, suit 910","new york  NY  10169","US"
"2c:d0:5a*","Liteon Technology Corporation","4F,90,Chien 1 Road,ChungHo","New Taipei City  Taipei  23585","TW"
"48:f9:25*","Maestronic","Futura plaza 2103","Kwun Tong    88","HK"
"a4:eb:d3*","Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"50:f5:20*","Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"c0:88:5b*","SnD Tech Co., Ltd.","1140-4 Triple Tower C-406","Bucheon Si  Gyeonggi-Do  420-852","KR"
"64:c6:67*","Barnes&Noble","400 Hamilton Avenue","Palo Alto  CA  94301","US"
"64:53:5d*","Frauscher Sensortechnik","Gewerbestraße 1","St. Marienkirchen  Upper Austria  4774","US"
"10:5f:06*","Actiontec Electronics, Inc","760 North Mary Ave","Sunnyvale  CA  94085","US"
"84:17:15*","GP Electronics (HK) Ltd.","Gold Peak Industrial Building, 6F","Kwai Chung  NT  ","HK"
"08:79:99*","AIM GmbH","Sasbacherstraße 2","Freiburg  BW  79111","US"
"08:37:3d*","Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"84:c2:e4*","Jiangsu Qinheng Co., Ltd.","No. 18, Ningshuang Road","Nanjing  Jiangsu  210012","CN"
"c0:b8:b1*","BitBox Ltd","Whitney Road","Basingstoke  Hampshire  RG24 8NS","GB"
"0c:72:2c*","TP-LINK TECHNOLOGIES CO.,LTD.","Building 24(floors 1,3,4,5)and 28(floors 1-4)Central Science and Technology Park,Shennan Road,Nanshan","Shenzhen  Guangdong  518057","CN"
"b0:14:08*","LIGHTSPEED INTERNATIONAL CO.","No.20, LANE 526 NIUPU East RD.","Hsinchu  Not US/Canada  30091","TW"
"18:67:b0*","Samsung Electronics Co.,LTD","129,Samsung-ro, Yeongtong-gu","Suwon  Gyeonggi-Do  443-742","KR"
"9c:e6:35*","Nintendo Co., Ltd.","11-1 HOKOTATE-CHO","KYOTO  KYOTO  601-8501","JP"
"84:ac:a4*","Beijing Novel Super Digital TV Technology Co., Ltd","4F Tower B Jingmeng Hightech building","Beijing  100085","CN"
"3c:6f:f7*","EnTek Systems, Inc.","562 Starlight Dr.","Sautee Nacoochee  GA  30571","US"
"b8:38:ca*","Kyokko Tsushin System CO.,LTD","2-25-7 sakado,Takatsu-ku","Kawasaki  Kanagawa  213-0012","JP"
"9c:1c:12*","Aruba Networks","1344 Crossman Ave.","Sunnyvale  CA  94089","US"
"38:0f:e4*","Dedicated Network Partners Oy","Linnoitustie 6","Espoo  -  02600","FI"
"84:7a:88*","HTC Corporation","No. 23, Xinghua Rd., Taoyuan City","Taoyuan County  Taiwan  330","TW"
"08:08:c2*","Samsung Electronics","#94-1, Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"54:61:ea*","Zaplox AB","Scheelev","Lund  Sk  22370","SE"
"78:32:4f*","Millennium Group, Inc.","16 Tech Circle","Natick  MA  01760","US"
"f8:fe:a8*","Technico Japan Corporation","AM Building 9F, 2-5-3,","Tokyo    160-0022","JP"
"a8:15:4d*","TP-LINK TECHNOLOGIES CO.,LTD.","Building 24(floors 1,3,4,5)and 28(floors 1-4)Central Science and Technology Park,Shennan Road,Nanshan","Shenzhen  Guangdong  518057","CN"
"d0:50:99*","ASRock Incorporation","2F., No.37, Sec. 2, Jhongyang S. Rd.","Taipei    112","US"
"78:a1:06*","TP-LINK TECHNOLOGIES CO.,LTD.","Building 24(floors 1,3,4,5)and 28(floors 1-4)Central Science and Technology Park,Shennan Road,Nanshan","Shenzhen  Guangdong  518057","CN"
"a4:9e:db*","AutoCrib, Inc.","3011 S. Croddy Way","Santa Ana  CA  92704","US"
"28:2c:b2*","TP-LINK TECHNOLOGIES CO.,LTD.","Building 24(floors 1,3,4,5)and 28(floors 1-4)Central Science and Technology Park,Shennan Road,Nanshan","Shenzhen  Guangdong  518057","CN"
"d4:3a:65*","IGRS Engineering Lab Ltd.","8F,Taipeng Mansion","Haidian District  Beijing  10000","CN"
"3c:08:1e*","Beijing Yupont Electric Power Technology Co.,Ltd","No.1,Dizang-an Nanxiang","Beijing  100045","CN"
"b4:dd:15*","ControlThings Oy Ab","Werner Söderströmin katu 24","Porvoo  Finland  06100","FI"
"7c:a1:5d*","GN ReSound A/S","Lautrupbjerg 7","Ballerup  DK-CPH  2750","DK"
"3c:86:a8*","Sangshin elecom .co,, LTD","614-1 Wolhari Suhmyon","Choongnam  339-814","KR"
"9c:3a:af*","Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"fc:dd:55*","Shenzhen WeWins wireless Co.,Ltd","6/F.,B Wing,Yuehai Piaza,Nanhai Road","Shenzhen  Guangdong  518000","CN"
"94:eb:cd*","Research In Motion Limited","295 Phillip Street","Waterloo  Ontario  N2L3W8","CA"
"cc:0d:ec*","Cisco SPVTG","5030 Sugarloaf Parkway","Lawrenceville  GA  30044","US"
"68:b0:94*","INESA ELECTRON CO.,LTD","5F, NO.168, Tianlin Road","Shanghai  200233","CN"
"b4:61:ff*","Lumigon A/S","Baadehavnsgade 2A","Copenhagen SV  Denmark  2450","DK"
"78:59:5e*","Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"90:38:df*","Changzhou Tiannengbo System Co. Ltd.","#9 East Hehai Road, RM 306","Changzhou  Jiangsu Province  213000","CN"
"cc:59:3e*","TOUMAZ LTD","115 MILTON PARK","ABINGDON  OXFORDSHIRE  OX14 4RZ","GB"
"4c:bc:a5*","Samsung Electronics Co.,Ltd","#94-1,Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"84:e7:14*","Liang Herng Enterprise,Co.Ltd.","1FL,No.27,KweiYang Street,Sanchung District,New Taipei City,Taiwan,R.O.C. ","New Taipei City    241","TW"
"30:3d:08*","GLINTT TES S.A.","Beloura Office Park, Ed.10","Sintra    2710-693","PT"
"9c:54:1c*","Shenzhen My-power Technology Co.,Ltd","202¬Building 3¬Shenzhen Software Park","Shenzhen  Nanshan  518000","CN"
"ac:8d:14*","Smartrove Inc","19630 Allendale Ave.","Saratoga  CA  95070","US"
"18:67:3f*","Hanover Displays Limited","Unit 24","Lewes  East Sussex  BN8 6JL","GB"
"8c:cd:e8*","Nintendo Co., Ltd.","11-1 HOKOTATE-CHO","KYOTO  KYOTO  601-8501","JP"
"a0:0a:bf*","Wieson Technologies Co., Ltd.","7F, No. 276, Sec. 1, Datong Rd","New Taipei City    221","TW"
"20:91:d9*","I'M SPA","VIA BIRON 102/3","MONTEVIALE  VICENZA  36050","IT"
"74:4d:79*","Arrive Systems Inc.","1404 Franklin Street, # 350 ","Oakland  CA  94612","US"
"c8:3d:97*","Nokia Corporation","Elektroniikkatie 10","Oulu    90570","FI"
"14:1b:f0*","Intellimedia Systems Ltd","Sandhill Barn","Washington  West Sussex  RH204TD","GB"
"38:19:2f*","Nokia Corporation","Elektroniikkatie 10","Oulu    90570","FI"
"10:1d:51*","ON-Q LLC dba ON-Q Mesh Networks","2859 Mandela Parkway","Oakland  CA  94611","US"
"34:c9:9d*","EIDOLON COMMUNICATIONS TECHNOLOGY CO. LTD.","Room 603, 6/F., Wanchai Central Building, 89 Lockhart Road, Wanchai, ","HK",""
"8c:4a:ee*","GIGA TMS INC","9F-2 NO.31 Lane 169 Kang-ning Street, Hsi-Chih","Taipei County 221    221","TW"
"f4:6d:e2*","zte corporation","12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China","shenzhen  guangdong  518057","CN"
"10:0d:7f*","NETGEAR INC.,","350 EAST PLUMERIA DRIVE","SAN JOSE  CALIFORNIA  95134","US"
"04:6e:49*","TaiYear Electronic Technology (Suzhou) Co., Ltd","12-B101 Creative Industrial Park ,No. 328,Xinghu Street ,Suzhou Industrial Park","SuZhou  JiangSu  215000","CN"
"08:60:6e*","ASUSTek COMPUTER INC.","15,Li-Te Rd., Peitou, Taipei 112, Taiwan","Taipei  Taiwan  112","TW"
"bc:39:a6*","CSUN System Technology Co.,LTD","4-16-22,Chiyogaoka","Kawasaki-shi  Kanagawa Ken  2150005","JP"
"ec:b5:41*","SHINANO E and E Co.Ltd.","5511-6 Wada","Matsumoto City  Nagano  390-1242","JP"
"d4:00:57*","MC Technologies GmbH","Kabelkamp 2","Hannover  Germany  30179","DE"
"48:b8:de*","HOMEWINS TECHNOLOGY CO.,LTD.","10F-1, NO. 122, QIAOHE RD.,","NEW TAIPEI CITY,    235","TW"
"20:d5:bf*","Samsung Eletronics Co., Ltd","416, Maetan 3dong, Yeongtong-Gu","Suwon  Gyeonggi-Do  443742","KR"
"6c:d0:32*","LG Electronics","16, Woomyeon-dong, Seocho-gu","Seoul    137-724","KR"
"10:65:cf*","IQSIM","2000 Route des Lucioles","BIOT    06410","FR"
"b8:77:c3*","Decagon Devices, Inc.","2365 NE Hopkins Court","Pullman  WA  99163","US"
"84:9d:c5*","Centera Photonics Inc.","3F, No 6-3 Dusing Rd.","Hsinchu  Taiwan  30078","TW"
"18:00:2d*","Sony Mobile Communications AB","Nya Vattentornet ","Lund  SE  22188","SE"
"fc:1f:19*","SAMSUNG ELECTRO-MECHANICS CO., LTD.","314, Maetan3-Dong, Yeongtong-Gu","Suwon  Gyunggi-Do  443-743","US"
"e4:96:ae*","ALTOGRAPHICS Inc.","Daegu Venture Center 13F","Daegu  701-020","KR"
"f8:0b:d0*","Datang Telecom communication terminal (Tianjin) Co., Ltd.","Garden East Roadon the 15th,","Haidian District  Beijing  100191","CN"
"48:b9:c2*","Teletics Inc.","103 Edgevalley Close NW","Calgary  AB  T3A 5E9","CA"
"d0:46:dc*","Southwest Research Institute","6220 Culebra Road","San Antonio  Texas  78238","US"
"f8:f0:82*","Orion Networks International, Inc","715 Discovery Blvd, ","Cedar Park  TX  78613","US"
"e8:89:2c*","ARRIS Group, Inc.","3871 Lakefield Drive","Suwanee  GA  30024","US"
"40:b4:f0*","Juniper networks","1194 N. Mathilda Avenue","Sunnyvale  CA  94089","US"
"00:5d:03*","Xilinx, Inc","2100 Logic drive","San Jose  CA  95124","US"
"24:ee:3a*","Chengdu Yingji Electronic Hi-tech Co Ltd","No.3 South Herui Road Hi-tech Zone","Chengdu City  Sichuan  611731","CN"
"f8:22:85*","Cypress Technology CO., LTD.","6F-5, NO., 130 Jiankang Rd.,","Zhonghe Dist.  New Taipei City  23585","TW"
"84:82:f4*","Beijing Huasun Unicreate Technology Co., Ltd","North Region 6th Floor, Tower A, Huizhi Mansion,","Beijing  100085","CN"
"90:59:af*","6278","12500 TI Boulevard, MS 8723","Dallas  TX  75243","US"
"0c:c4:7e*","EUCAST Co., Ltd.","Room 303, 1018-2 Unjung-dong, Bundang-Gu","Seongnam-si  Kyunggi-do  463-440","KR"
"cc:e7:98*","My Social Stuff","Sint-Hubertussyraat 65","Berchem    2600","BE"
"50:72:4d*","BEG Brueck Electronic GmbH","Schlosserstraße 30","Lindlar  Nordrhein-Westfalen  51789","DE"
"b8:98:b0*","Atlona Inc.","70 Daggett Dr.","San Jose  CA  95134","US"
"1c:66:aa*","Samsung Electronics","#94-1, Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"04:f8:c2*","Flaircomm Microelectronics, Inc.","7F,Guomai Building,116 East JiangBin Ave","Fuzhou  Fujian  350015","CN"
"68:17:29*","Intel Corporate","Lot 8, Jalan Hi-Tech 2/3","Kulim  Kedah  09000","MY"
"0c:93:fb*","BNS Solutions","PO Box 508","Walpole  MA  02081","US"
"3c:07:71*","Sony Corporation","1-7-1 Konan","Tokyo    108-0075","JP"
"e4:56:14*","Suttle Apparatus","1001 East Highway 212","Hector  MN  55342","US"
"b0:ee:45*","AzureWave Technologies, Inc.","8F ., No.94, Baozhong Rd. , Xindian Dist., ","New Taipei City    231","US"
"84:2b:bc*","Modelleisenbahn GmbH","Plainbachstrasse 4","Bergheim    5101","AT"
"5c:51:4f*","Intel Corporate","Lot 8, Jalan Hi-Tech 2/3","Kulim  Kedah  09000","MY"
"c8:cb:b8*","Hewlett Packard","11445 Compaq Center Drive","Houston  Tx  77070","US"
"b8:b7:d7*","2GIG Technologies","2961 West Maple Loop Drive","Lehi  Utah  84043","US"
"10:48:b1*","Beijing Duokan Technology Limited","Room 1105, Changxin Building, No.39 Anding Road","Chaoyang District  Beijing  100029","CN"
"e8:3e:fc*","ARRIS Group, Inc.","3871 Lakefield Drive","Suwanee  GA  30024","US"
"58:09:43*","Private","","",""
"54:7f:a8*","TELCO systems, s.r.o.","Zvolenska cesta 20","Banska Bystrica  Slovak republic  974 05","SK"
"54:74:e6*","Webtech Wireless","215-4299 Canada Way","Burnaby  BC  V5G 1H3","CA"
"34:84:46*","Ericsson AB","Torshamnsgatan 36","Stockholm  Stockholm  SE-164 80","SE"
"00:b5:6d*","David Electronics Co., LTD.","9F, -2, No. 188, Sec. 3, Ta-Tung Rd.,","New Taipei City,     22103","TW"
"90:18:7c*","Samsung Electro Mechanics co., LTD.","314, Maetan3-Dong, Yeongtong-Gu","Suwon  KYUNGGI-DO  443-743","KR"
"68:b4:3a*","WaterFurnace International, Inc.","9000 Conservation Way","Fort Wayne  IN  46809","US"
"58:12:43*","AcSiP Technology Corp.","3F., No.22, Dalin Rd.,","Taoyuan  Taoyuan County  33067","TW"
"f8:d0:ac*","Sony Computer Entertainment Inc.","1-7-1 Konan","Minato-ku  Tokyo  108-0075","JP"
"54:39:68*","Edgewater Networks Inc","2895 Northwestern Parkway","Santa Clara  CA  95051","US"
"c0:41:f6*","LG Electronics Inc","19-1,Cheongho-Ri,Jinwi-Myeon","Pyeongtaek  Gyeonggi-Do  451-713","KR"
"98:5e:1b*","ConversDigital Co., Ltd.","5308 5th Bldg., Dong Seoul Univ.","Seongnam  Gyeonggi  461714","KR"
"9c:0d:ac*","Tymphany HK Limited","RM 1307-8","43-59, Queen's Road East  Wanchai  ","HK"
"8c:d3:a2*","VisSim AS","Vollveien 5","Horten  Vestfold  3183","NO"
"74:e5:43*","Liteon Technology Corporation","4F,90,Chien 1 Road,ChungHo","New Taipei City  Taipei  23585","TW"
"64:76:57*","Innovative Security Designs","18 Technology Drive","Irvine  CA  92618","US"
"2c:62:5a*","Finest Security Systems Co., Ltd","12F, No.103, Sec3, Nan King E. RD","Taipei    104","US"
"20:74:cf*","Shenzhen Voxtech Co.,Ltd","4/F East, Building 4, Minqi Science&Technology Park, Pingshan,","Shenzhen  Guangdong  518055","CN"
"34:af:2c*","Nintendo Co., Ltd.","11-1 HOKOTATE-CHO","KYOTO  KYOTO  601-8501","JP"
"ac:bd:0b*","IMAC CO.,LTD","Sazukawa-cho 1551","Moriyama-shi  Shiga-ken  524-0215","JP"
"d8:d2:7c*","JEMA ENERGY, SA","Pº Circuito nº10","Lasarte-Oria  Guipuzcoa  20160","ES"
"10:f3:db*","Gridco Systems, Inc.","10-L Commerice Way","Woburn  MA   01801","US"
"b0:12:03*","Dynamics Hong Kong Limited","Room A4, 3/F, Friend's House , No.6A Carnarvon Road,","999077","HK"
"70:93:f8*","Space Monkey, Inc.","7707 south main street","Midvale  Utah  84047","US"
"30:5d:38*","Beissbarth ","Hanauer Str. 101","Muenchen    80993","DE"
"fc:d6:bd*","Robert Bosch GmbH","AE-BE/EKE","Leonberg  BW  71206","DE"
"04:4a:50*","Ramaxel Technology (Shenzhen) limited company","2-5/F,North Block Southeast Industrial and Commercial Building Houhai Road,Shekou Shenzhen ","shenzhen  guangdong  518067","CN"
"c8:be:19*","D-Link International","1 International Business Park, #03-12, The Synergy ","609917","SG"
"e8:56:d6*","NCTech Ltd","20-22 Braid Road","Edinburgh    EH10 6AD","GB"
"bc:f6:85*","D-Link International","1 International Business Park, #03-12, The Synergy ","609917","SG"
"40:88:e0*","Beijing Ereneben Information Technology Limited Shenzhen Branch","Room 14A, Building A, Honglong Central Plaza, No.3001,Heping Road, Luohu District, Shenzhen City","Shenzhen  Guangdong  518001","CN"
"1c:f4:ca*","Private","","",""
"f4:90:ea*","Deciso B.V.","Burgemeester Mijslaan 2","Middelharnis  Zuid Holland  3241 XA","NL"
"94:21:97*","Stalmart Technology Limited","Rm1106-1107E, Building F, Xihaimingzhu, No.1, Taoyuan Road","Shenzhen  Gunagdong  518052","CN"
"84:3a:4b*","Intel Corporate","Lot 8, Jalan Hi-Tech 2/3","Kulim  Kedah  09000","MY"
